example_id                                            | status | run_time        |
./spec/scale_event_spec.rb[1:5:2]                     | passed | 0.00004 seconds |
./spec/scale_event_spec.rb[1:6:1]                     | passed | 0.00004 seconds |
./spec/scale_event_spec.rb[1:6:2]                     | passed | 0.0001 seconds  |
./spec/scale_event_spec.rb[1:6:3]                     | passed | 0.00004 seconds |
./spec/scale_event_spec.rb[1:6:4]                     | passed | 0.00004 seconds |
./spec/scale_event_spec.rb[1:7:1]                     | passed | 0.00008 seconds |
./spec/scale_event_spec.rb[1:7:2]                     | passed | 0.00007 seconds |
./spec/scale_event_spec.rb[1:7:3]                     | passed | 0.00008 seconds |
./spec/scale_event_spec.rb[1:8:1]                     | passed | 0.00018 seconds |
./spec/scale_event_spec.rb[1:8:2]                     | passed | 0.0001 seconds  |
./spec/scale_event_spec.rb[1:8:3]                     | passed | 0.00023 seconds |
./spec/scale_event_spec.rb[1:8:4]                     | passed | 0.00018 seconds |
./spec/scale_event_spec.rb[1:9:1]                     | passed | 0.00024 seconds |
./spec/scale_event_spec.rb[1:9:2]                     | passed | 0.00013 seconds |
./spec/scale_event_spec.rb[1:9:3]                     | passed | 0.0001 seconds  |
./spec/scale_event_spec.rb[1:9:4]                     | passed | 0.0001 seconds  |
./spec/scale_event_spec.rb[1:10:1]                    | passed | 0.00014 seconds |
./spec/scale_event_spec.rb[1:10:2]                    | passed | 0.0001 seconds  |
./spec/scale_event_spec.rb[1:11:1]                    | passed | 0.00019 seconds |
./spec/scale_event_spec.rb[1:11:2]                    | passed | 0.00011 seconds |
./spec/scale_event_spec.rb[1:11:3]                    | passed | 0.00014 seconds |
./spec/scale_event_spec.rb[1:11:4]                    | passed | 0.00012 seconds |
./spec/scale_event_spec.rb[1:12:1]                    | passed | 0.00024 seconds |
./spec/scale_event_spec.rb[1:12:2]                    | passed | 0.00016 seconds |
./spec/scale_event_spec.rb[1:12:3]                    | passed | 0.0001 seconds  |
./spec/scale_event_spec.rb[1:12:4]                    | passed | 0.00021 seconds |
./spec/scale_event_spec.rb[1:13:1]                    | passed | 0.00016 seconds |
